,AGE,JOB,MARITAL,EDUCATION,DEFAULT,HOUSING,LOAN,CONTACT,MONTH,DAY_OF_WEEK,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,EMP_VAR_RATE,CONS_PRICE_IDX,CONS_CONF_IDX,EURIBOR3M,NUM_EMPLOYEES,Y,EDU_ENCODED
2284,35,ADMIN ,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,7,FRI,393.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,4
2285,50,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,9,THU,718.0,4.0,999,3,FAILURE,-1.1,94.199,-37.5,0.878,4963.6,0,5
2286,22,BLUE COLLAR,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,7,FRI,106.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,3
2287,48,UNKNOWN,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,TELEPHONE,5,TUE,375.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,1
2288,35,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,TELEPHONE,5,WED,36.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,1
2289,34,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,11,WED,107.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,6
2290,50,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,YES,TELEPHONE,11,TUE,234.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1
2291,25,STUDENT,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,TUE,112.0,1.0,999,1,FAILURE,-2.9,92.469,-33.6,1.044,5076.2,0,4
2292,51,ENTREPRENEURS,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,MON,231.0,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,5
2293,32,STUDENT,SINGLE,HIGH SCHOOL,UNKNOWN,YES,NO,TELEPHONE,5,TUE,107.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
2294,59,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,12,THU,646.0,3.0,6,1,SUCCESS,-3.0,92.713,-33.0,0.7,5023.5,0,5
2295,37,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,5,WED,138.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3
2296,40,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,11,TUE,181.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1
2297,26,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,6,WED,605.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,6
2298,32,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,THU,84.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,4
2299,33,MANAGEMENT,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,4,WED,1176.0,1.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.4980000000000002,5099.1,1,5
2300,35,SELF EMPLOYED,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,TELEPHONE,6,THU,140.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,1
2301,32,STUDENT,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,6,WED,209.0,12.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.962,5228.1,0,5
2302,35,ADMIN ,MARRIED,HIGH SCHOOL,UNKNOWN,NO,NO,CELLULAR,7,MON,356.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
2303,31,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,MON,984.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,1,5
2304,38,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,6,FRI,693.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,1,3
2305,30,STUDENT,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,TUE,592.0,3.0,999,1,FAILURE,-1.7,94.027,-38.3,0.899,4991.6,1,4
2306,32,SERVICES,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,WED,628.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.27,5099.1,1,4
2307,44,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,5,THU,556.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,3
2308,35,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,7,MON,673.0,8.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,5
2309,48,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,6,THU,454.0,4.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,0,3
2310,52,RETIRED,MARRIED,UNIVERSITY DEGREE,UNKNOWN,NO,NO,CELLULAR,11,WED,172.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.12,5195.8,0,5
2311,41,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,YES,CELLULAR,5,FRI,198.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3
2312,65,HOUSEMAID,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,6,MON,89.0,2.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.266,5076.2,0,1
2313,43,SERVICES,DIVORCED,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,MON,122.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
2314,40,BLUE COLLAR,MARRIED,PROFESSIONAL COURSE,NO,NO,YES,CELLULAR,11,MON,80.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.191,5195.8,0,6
2315,30,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,FRI,70.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,5
2316,66,RETIRED,DIVORCED,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,WED,211.0,1.0,999,1,FAILURE,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0,4
2317,44,SERVICES,SINGLE,HIGH SCHOOL,NO,NO,NO,TELEPHONE,6,MON,20.0,1.0,999,0,NONEXISTENT,-1.7,94.055,-39.8,0.72,4991.6,0,4
2318,35,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,6,MON,172.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,4
2319,57,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,UNKNOWN,NO,NO,CELLULAR,8,WED,338.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
2320,26,BLUE COLLAR,SINGLE,BASIC 6Y,NO,NO,NO,TELEPHONE,6,WED,83.0,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,2
2321,39,UNEMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,6,THU,72.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,0,5
2322,45,SERVICES,MARRIED,BASIC 6Y,NO,UNKNOWN,UNKNOWN,TELEPHONE,6,WED,173.0,10.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,2
2323,35,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,11,THU,192.0,2.0,999,1,FAILURE,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,6
2324,42,HOUSEMAID,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,MON,90.0,4.0,999,1,FAILURE,-0.1,93.2,-42.0,4.191,5195.8,0,5
2325,36,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,10,WED,146.0,1.0,999,1,FAILURE,-3.4,92.431,-26.9,0.742,5017.5,0,5
2326,46,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,YES,CELLULAR,5,MON,195.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,5
2327,35,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,7,MON,192.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,5
2328,24,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,7,WED,145.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,4
2329,50,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,MON,204.0,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
2330,36,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,THU,67.0,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,5
2331,39,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,7,THU,206.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.966,5228.1,0,6
2332,57,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,YES,NO,CELLULAR,7,MON,769.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1
2333,42,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,NO,TELEPHONE,6,TUE,110.0,4.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,1
2334,31,BLUE COLLAR,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,FRI,35.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,5
2335,41,ADMIN ,SINGLE,UNKNOWN,NO,YES,YES,TELEPHONE,5,MON,1111.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,-1
2336,25,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,5,FRI,114.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1
2337,58,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,NO,TELEPHONE,7,THU,48.0,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1
2338,33,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,TUE,367.0,5.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
2339,42,TECHNICIAN,SINGLE,UNKNOWN,NO,NO,NO,TELEPHONE,5,TUE,162.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,-1
2340,41,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,UNKNOWN,NO,NO,TELEPHONE,5,MON,213.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
2341,49,BLUE COLLAR,DIVORCED,BASIC 6Y,NO,NO,NO,CELLULAR,11,WED,55.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,2
2342,44,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,NO,TELEPHONE,5,MON,33.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,3
2343,52,SERVICES,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,MON,119.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,0,5
2344,26,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,5,WED,45.0,2.0,999,2,FAILURE,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3
2345,43,ADMIN ,MARRIED,HIGH SCHOOL,UNKNOWN,NO,NO,CELLULAR,5,WED,431.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,4
2346,43,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,MON,134.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,5
2347,26,HOUSEMAID,MARRIED,BASIC 4Y,NO,YES,NO,CELLULAR,7,MON,149.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1
2348,34,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,CELLULAR,5,TUE,162.0,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,2
2349,24,SERVICES,SINGLE,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,MON,401.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,4
2350,33,SELF EMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,FRI,92.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
2351,38,SELF EMPLOYED,SINGLE,UNKNOWN,NO,NO,NO,CELLULAR,7,TUE,843.0,8.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,-1
2352,31,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,TELEPHONE,5,MON,363.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,1
2353,32,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,7,THU,668.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,5
2354,25,SELF EMPLOYED,SINGLE,UNKNOWN,NO,NO,NO,CELLULAR,4,MON,131.0,2.0,999,1,FAILURE,-1.8,93.749,-34.6,0.643,5008.7,0,-1
2355,26,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,7,WED,342.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,5
2356,56,RETIRED,MARRIED,BASIC 4Y,NO,NO,NO,TELEPHONE,5,WED,88.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,1
2357,38,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,NO,TELEPHONE,5,THU,21.0,9.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,2
2358,37,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,11,FRI,136.0,1.0,999,0,NONEXISTENT,-3.4,92.649,-30.1,0.716,5017.5,0,4
2359,22,BLUE COLLAR,SINGLE,BASIC 9Y,NO,YES,YES,CELLULAR,7,MON,848.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,1,3
2360,50,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,6,TUE,128.0,6.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,3
2361,34,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,5,WED,606.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,3
2362,35,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,MON,271.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,5
2363,48,SERVICES,DIVORCED,BASIC 9Y,NO,UNKNOWN,UNKNOWN,CELLULAR,5,THU,67.0,7.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,3
2364,25,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,WED,95.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4
2365,39,BLUE COLLAR,SINGLE,BASIC 4Y,NO,NO,NO,CELLULAR,5,THU,93.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1
2366,52,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,YES,CELLULAR,9,MON,211.0,1.0,999,1,FAILURE,-3.4,92.37899999999999,-29.8,0.797,5017.5,1,6
2367,48,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,FRI,239.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,5
2368,44,BLUE COLLAR,SINGLE,BASIC 9Y,UNKNOWN,YES,NO,CELLULAR,4,FRI,225.0,3.0,999,2,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,3
2369,30,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,8,WED,178.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,6
2370,32,MANAGEMENT,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,6,TUE,206.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,4
2371,52,UNEMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,FRI,115.0,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.021,5195.8,0,5
2372,44,BLUE COLLAR,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,10,TUE,123.0,2.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.742,5017.5,0,6
2373,29,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,8,THU,254.0,3.0,3,1,SUCCESS,-2.9,92.20100000000001,-31.4,0.873,5076.2,1,5
2374,41,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,WED,85.0,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,5
2375,26,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,FRI,305.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,4
2376,32,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,FRI,233.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,5
2377,31,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,191.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,5
2378,29,ADMIN ,SINGLE,BASIC 9Y,UNKNOWN,YES,NO,TELEPHONE,5,WED,198.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,3
2379,58,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,YES,NO,TELEPHONE,5,THU,148.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,1
2380,56,TECHNICIAN,MARRIED,BASIC 4Y,UNKNOWN,UNKNOWN,UNKNOWN,TELEPHONE,5,TUE,272.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,1
2381,23,BLUE COLLAR,SINGLE,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,5,FRI,136.0,3.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,6
2382,50,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,5,FRI,855.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,1,6
2383,29,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,MON,565.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,1,5
2384,31,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,8,THU,140.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,0,5
2385,48,HOUSEMAID,MARRIED,BASIC 4Y,NO,NO,NO,CELLULAR,8,MON,248.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,1
2386,27,BLUE COLLAR,SINGLE,UNKNOWN,NO,UNKNOWN,UNKNOWN,CELLULAR,7,TUE,81.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,-1
2387,24,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,4,FRI,332.0,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,6
2388,35,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,WED,208.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,4
2389,42,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,UNKNOWN,NO,NO,TELEPHONE,6,TUE,228.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,5
2390,37,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,MON,14.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,4
2391,33,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,118.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,5
2392,58,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,MON,164.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
2393,54,RETIRED,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,7,THU,148.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3
2394,54,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,11,TUE,149.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,6
2395,39,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,8,MON,71.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,6
2396,48,ADMIN ,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,5,THU,517.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,3
2397,34,BLUE COLLAR,DIVORCED,BASIC 4Y,NO,NO,NO,CELLULAR,4,FRI,204.0,5.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.405,5099.1,0,1
2398,28,BLUE COLLAR,SINGLE,BASIC 9Y,UNKNOWN,NO,NO,CELLULAR,5,WED,77.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3
2399,30,ADMIN ,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,FRI,72.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
2400,59,RETIRED,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,6,TUE,77.0,8.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,6
2401,29,ADMIN ,SINGLE,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,7,FRI,139.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,4
2402,25,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,FRI,498.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,4
2403,47,ADMIN ,DIVORCED,HIGH SCHOOL,NO,YES,NO,CELLULAR,9,TUE,159.0,1.0,999,1,FAILURE,-3.4,92.37899999999999,-29.8,0.755,5017.5,0,4
2404,32,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,YES,CELLULAR,8,TUE,301.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
2405,30,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,NO,TELEPHONE,6,TUE,338.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,0,2
2406,24,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,10,WED,197.0,1.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.7240000000000001,5017.5,0,5
2407,58,ENTREPRENEURS,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,9,MON,145.0,1.0,999,2,FAILURE,-1.1,94.199,-37.5,0.882,4963.6,0,4
2408,44,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,WED,158.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,5
2409,36,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,9,TUE,28.0,2.0,999,0,NONEXISTENT,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0,5
2410,33,SELF EMPLOYED,DIVORCED,BASIC 9Y,NO,YES,NO,TELEPHONE,5,TUE,355.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,3
2411,31,BLUE COLLAR,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,MON,42.0,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4
2412,38,ADMIN ,SINGLE,UNIVERSITY DEGREE,UNKNOWN,YES,NO,TELEPHONE,6,TUE,992.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,1,5
2413,35,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,108.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,0,5
2414,29,BLUE COLLAR,MARRIED,BASIC 9Y,NO,NO,NO,CELLULAR,5,FRI,202.0,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3
2415,58,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,7,MON,260.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,5
2416,43,BLUE COLLAR,MARRIED,BASIC 4Y,NO,YES,NO,TELEPHONE,5,TUE,269.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,1
